quantity,k,n,estimate,exact_lo,exact_hi
P(Engaged) | Starving,1,13,0.07692307692307693,0.0019456284973467482,0.3602974352678775
P(Engaged) | Full/Hungry,139,204,0.6813725490196079,0.6126824847591418,0.7446988322172416
