chat_id,exec_run_id,ping_id,ping_type,replied,control_replied,window_min
S09,c7f32d254fed4f6a8d39d08a487bccfc,237,hs3_proactive,0,0.0,15
S09,cb1fca0922594f4ba6bd46d3982dc589,302,hs3_proactive,0,0.0,15
S09,cb1fca0922594f4ba6bd46d3982dc589,345,hs3_proactive,0,0.0,15
S09,b6598f788a9d424b928d8f9a1f1ccc36,470,hs3_proactive,0,0.0,15
S09,3471fa80302344f3bf7da0d283f2246e,630,hs3_proactive,0,0.0,15
S10,c7f32d254fed4f6a8d39d08a487bccfc,235,hs3_proactive,0,0.0,15
S10,cb1fca0922594f4ba6bd46d3982dc589,300,hs3_proactive,0,0.0,15
S10,cb1fca0922594f4ba6bd46d3982dc589,338,hs3_proactive,0,0.0,15
S10,b6598f788a9d424b928d8f9a1f1ccc36,472,hs3_proactive,0,0.0,15
S10,3471fa80302344f3bf7da0d283f2246e,632,hs3_proactive,0,0.0,15
S11,c7f32d254fed4f6a8d39d08a487bccfc,238,hs3_proactive,1,0.0,15
S11,cb1fca0922594f4ba6bd46d3982dc589,303,hs3_proactive,0,0.0,15
S11,cb1fca0922594f4ba6bd46d3982dc589,347,hs3_proactive,0,0.0,15
S11,b6598f788a9d424b928d8f9a1f1ccc36,433,hs2_entry,0,0.0,15
S11,b6598f788a9d424b928d8f9a1f1ccc36,442,hs2_entry,0,1.0,15
S11,b6598f788a9d424b928d8f9a1f1ccc36,459,hs2_entry,0,0.0,15
S11,b6598f788a9d424b928d8f9a1f1ccc36,465,hs3_proactive,0,0.0,15
S11,928e8a5fae93491f9eff4bb5305132db,503,hs2_entry,1,0.0,15
S11,928e8a5fae93491f9eff4bb5305132db,547,hs2_entry,0,0.0,15
S11,928e8a5fae93491f9eff4bb5305132db,555,hs2_entry,0,0.0,15
S11,928e8a5fae93491f9eff4bb5305132db,563,hs2_entry,0,0.0,15
S11,928e8a5fae93491f9eff4bb5305132db,591,hs2_entry,0,0.0,15
S11,3471fa80302344f3bf7da0d283f2246e,606,hs2_entry,0,0.0,15
S11,3471fa80302344f3bf7da0d283f2246e,614,hs2_entry,0,0.0,15
S11,3471fa80302344f3bf7da0d283f2246e,626,hs3_proactive,0,0.0,15
S11,3471fa80302344f3bf7da0d283f2246e,664,hs2_entry,0,0.0,15
S11,3471fa80302344f3bf7da0d283f2246e,670,hs2_entry,0,0.0,15
S11,02d6ec4288c846cb869f00e3dac804c6,676,hs2_entry,0,0.0,15
S11,02d6ec4288c846cb869f00e3dac804c6,684,hs2_entry,0,0.0,15
S11,02d6ec4288c846cb869f00e3dac804c6,693,hs2_entry,0,0.0,15
S11,02d6ec4288c846cb869f00e3dac804c6,699,hs2_entry,0,0.0,15
S11,02d6ec4288c846cb869f00e3dac804c6,717,hs2_entry,0,0.0,15
S11,361fc67bb2ea4c5387751d2ccd9e8646,723,hs2_entry,0,0.0,15
S11,361fc67bb2ea4c5387751d2ccd9e8646,739,hs2_entry,0,0.0,15
S11,361fc67bb2ea4c5387751d2ccd9e8646,759,hs2_entry,0,0.0,15
S12,cb1fca0922594f4ba6bd46d3982dc589,299,hs3_proactive,0,0.0,15
S12,cb1fca0922594f4ba6bd46d3982dc589,337,hs3_proactive,0,0.0,15
S12,b6598f788a9d424b928d8f9a1f1ccc36,471,hs3_proactive,1,0.0,15
S12,3471fa80302344f3bf7da0d283f2246e,631,hs3_proactive,1,0.0,15
S13,b6598f788a9d424b928d8f9a1f1ccc36,461,hs2_entry,0,0.0,15
S13,b6598f788a9d424b928d8f9a1f1ccc36,467,hs3_proactive,0,0.0,15
S13,928e8a5fae93491f9eff4bb5305132db,505,hs2_entry,1,0.0,15
S13,928e8a5fae93491f9eff4bb5305132db,548,hs2_entry,0,0.0,15
S13,928e8a5fae93491f9eff4bb5305132db,556,hs2_entry,0,0.0,15
S13,928e8a5fae93491f9eff4bb5305132db,564,hs2_entry,0,0.0,15
S13,928e8a5fae93491f9eff4bb5305132db,592,hs2_entry,0,0.0,15
S13,3471fa80302344f3bf7da0d283f2246e,605,hs2_entry,0,0.0,15
S13,3471fa80302344f3bf7da0d283f2246e,613,hs2_entry,0,0.0,15
